component_01,component_02,roiName
0.0279207175993291,0.0301240677199124,Parcel_387
0.0365650047734007,0.038041264375632,Parcel_388
0.035022760888419,0.0350078165408282,Parcel_389
0.0461819797652585,0.0502747160787943,Parcel_390
0.041491080729879,0.045696823307851,Parcel_391
0.0430218898638935,0.0452662231934173,Parcel_392
0.0294909736523837,0.0364249555402296,Parcel_393
0.078481136743807,0.099531628256627,Parcel_394
0.0235000313670304,0.0310597575586272,Parcel_395
0.0250506799640448,0.0290106976044201,Parcel_396
0.0423783770786087,0.0491398304432801,Parcel_397
0.0215515649624075,0.0267357253587315,Parcel_398
0.0254104633331146,0.0288017889787764,Parcel_399
0.030131406981009,0.0275422130168321,Parcel_400
0.0252733015640616,0.0288733290913432,Parcel_401
0.0247071504862953,0.0295715044107521,Parcel_402
0.0363164000776406,0.0375056365680199,Parcel_403
0.0264225944713534,0.0311563968880972,Parcel_404
0.0152282944007016,0.018535474692458,Parcel_405
0.0346005398490587,0.0347477674803941,Parcel_406
0.0293744639361953,0.0335544404057528,Parcel_407
0.030078218551804,0.0322549349041799,Parcel_408
0.0396150021813559,0.0375748090025063,Parcel_409
0.0365703458633813,0.0397364704388644,Parcel_410
0.0360006717028083,0.0400183575535983,Parcel_411
0.0207047073324517,0.0196913474379376,Parcel_412
0.0360718317639526,0.0417262622589006,Parcel_413
0.0272938315953077,0.0259666853983858,Parcel_414
0.0232888322842263,0.0206469940590955,Parcel_415
0.0221246465463251,0.0200069694909448,Parcel_416
0.0319330377858262,0.0246605903586417,Parcel_417
-0.00127878953134092,0.00872449449380503,Parcel_418
0.03323803451699,0.031870678491567,Parcel_419
0.0376320165428973,0.0397200764268301,Parcel_420
0.0353316069948209,0.0349060349404617,Parcel_421
0.0631783000590494,0.0622977653914632,Parcel_422
0.0453290346968062,0.0446347282646784,Parcel_423
0.0363121521989767,0.0402954732476134,Parcel_424
0.0590677308709299,0.0617327401520129,Parcel_425
0.0248444370654649,0.0316001637496076,Parcel_426
0.0602621174289728,0.0606279918404015,Parcel_427
0.0544772519512888,0.054758130347722,Parcel_428
0.0526449778904611,0.0516978317870392,Parcel_429
0.0492606935071908,0.0497291875590357,Parcel_430
0.0336488007983444,0.0405857444778912,Parcel_431
0.0686193267289185,0.0707058621373632,Parcel_432
0.0577183044064975,0.0720022845427851,Parcel_433
0.0534306396727673,0.0579167545852613,Parcel_434
0.094704155148412,0.0933140717876052,Parcel_435
0.0205612545758657,0.0207330790425671,Parcel_436
0.0566291999823002,0.0585319706744236,Parcel_437
0.0313579099845657,0.0331952310024234,Parcel_438
0.0458825623349846,0.0537056951698784,Parcel_439
0.0710981681075826,0.0731310964776732,Parcel_440
0.0355281709751074,0.0388680414191538,Parcel_441
0.0329244289177902,0.0347725653602659,Parcel_442
0.039411573234698,0.0384216077320117,Parcel_443
0.0365172937378739,0.0385756992035979,Parcel_444
0.0372209031884468,0.0382278787883369,Parcel_445
0.054515075691117,0.055803677741112,Parcel_446
0.0410385366102002,0.0429023392033602,Parcel_447
0.005780955575013,0.00988000525440774,Parcel_448
0.0129774203083099,0.0167899846251505,Parcel_449
0.051663141010746,0.0544604435204311,Parcel_450
0.0490212748174687,0.0543861546304628,Parcel_451
0.0641896386632133,0.0725495762429115,Parcel_452
0.0628216097794703,0.0604660246968132,Parcel_453
0.0392171384675908,0.0482959998043185,Parcel_454
0.040978687330674,0.0527527208335134,Parcel_455
0.0235157940478186,0.0372253363874205,Parcel_456
0.045232994534942,0.0502618093491167,Parcel_457
0.0265057986861637,0.0263994854395087,Parcel_458
0.0329366605807917,0.0336242772397104,Parcel_459
0.0495929954584811,0.0410418158266555,Parcel_460
0.0465161227642359,0.0495567429057442,Parcel_461
0.0290424469344557,0.0282301774939922,Parcel_462
0.0537694572075992,0.0552594981700417,Parcel_463
0.0653361773429609,0.0614721027064038,Parcel_464
0.0328336455159211,0.023554611621083,Parcel_465
0.039324656861558,0.0331597266651951,Parcel_466
0.0319287742625761,0.0276292864973466,Parcel_467
0.0394328945037123,0.0352456562781032,Parcel_468
0.040367901409692,0.0395760030171767,Parcel_469
0.0728607031284282,0.0686568154638771,Parcel_470
0.0332270468685869,0.0300168716523018,Parcel_471
0.00326880866983987,0.00400639668470565,Parcel_472
0.0362148829915363,0.0406598534836846,Parcel_473
0.0266537645239322,0.0312611528462466,Parcel_474
0.0668048089070921,0.0752960482738906,Parcel_475
0.0733205399693774,0.0729484738253848,Parcel_476
0.0167535826770687,0.0199917428944554,Parcel_477
0.0253848305729715,0.0263424183453543,Parcel_478
0.0134878453357946,0.0102333627391135,Parcel_479
