component_01,component_02,component_03,component_04,component_05,roiName
0.0588192051874585,0.0529666624072895,0.0665598127371482,0.0485084142821293,0.0656712377837998,Parcel_222
0.0384309681808703,0.0356849938787009,0.0447136564828241,0.0377615928315626,0.0452376482764913,Parcel_223
0.0372949844397172,0.033187867111312,0.0448179635976475,0.034888060333414,0.0447376713362969,Parcel_224
0.0506254801553423,0.0492370460761051,0.0499594860014034,0.0508942929612671,0.0476304535992407,Parcel_225
0.0566466886997369,0.0542354109042953,0.0544648033706179,0.0551065663832745,0.0514410310199784,Parcel_226
0.03259449431619,0.0309898959954363,0.0339883848695369,0.0337611692857648,0.0317489781184086,Parcel_227
0.0364884260263475,0.0343397096020369,0.0353295998043235,0.0356795842844564,0.0295007730340773,Parcel_228
0.0212681052554564,0.0197374781189139,0.0180973636356445,0.0192389443879991,0.0162465545484287,Parcel_229
0.0277445398323506,0.0264028250856772,0.0286149004826293,0.026590468774532,0.0264257895861827,Parcel_230
0.0286224774852939,0.0274282399844997,0.0279484252910435,0.0284106776268183,0.0258608910050896,Parcel_231
0.0322256780812778,0.0322897244231244,0.0326803197030312,0.0315846337237004,0.0331754476654276,Parcel_232
0.0462538101565705,0.0446262720261365,0.0463231207477272,0.0430879054362645,0.0437930696008112,Parcel_233
0.0399182236198944,0.0387729682666557,0.0407276304675069,0.0376152073902056,0.0391095628215701,Parcel_234
0.0398567921890131,0.039848835830651,0.0365864470132988,0.0399338343903923,0.036424444906061,Parcel_235
0.0256484869527372,0.0260756933222796,0.0247637509779038,0.0303092556316307,0.0201960392493061,Parcel_236
0.0459194981712485,0.0459916246515174,0.0435768829664106,0.0483610925488135,0.0401280384231174,Parcel_237
0.0468638685041843,0.0489886908564226,0.0429296954108729,0.0482084852400611,0.0454477259258412,Parcel_238
0.0325966442761106,0.0312592502643404,0.0318057599256654,0.032898290460879,0.0302382996320224,Parcel_239
0.0396470350491144,0.0386243683630103,0.0417110104545971,0.0408020562285912,0.0409404633828338,Parcel_240
0.0419448842748665,0.0393861499392062,0.0438889805058619,0.0445070409240164,0.0386398406329707,Parcel_241
0.083255114518314,0.0786509535873185,0.0817284260650919,0.0807424841280099,0.07622501441638,Parcel_242
0.0267065515739032,0.0280610191292718,0.0261990308296849,0.0285056535218528,0.0263757761339296,Parcel_243
0.0180833374610535,0.0177166871062916,0.0176701866591748,0.0176166132977064,0.0184741750443405,Parcel_244
0.0212667219923056,0.0197067715728154,0.0246463111900442,0.0218335333863724,0.0215422427491033,Parcel_245
0.0253021738646049,0.0251590152409991,0.0273412978796757,0.0275241799313063,0.0257748613655324,Parcel_246
0.0351679668758205,0.0343146751497844,0.0365560682637837,0.0366997355264128,0.0342211266229269,Parcel_247
0.0531481876822535,0.0514580067823622,0.0553760889716912,0.0539138349956281,0.0506134108127933,Parcel_248
0.0355326105838761,0.035056243516364,0.0381157994728766,0.0366832787586124,0.0368753171037662,Parcel_249
0.0434855339983605,0.0432523067913013,0.0474398402162233,0.0452071957810737,0.0472093557734214,Parcel_250
0.0467529246621711,0.0432312767980711,0.0480133137510792,0.0470372637547185,0.0429931863053388,Parcel_251
0.0465727012046456,0.0439636181559114,0.0451037276099147,0.0477748722814317,0.0421327080793287,Parcel_252
0.0298215691261894,0.0276901805979553,0.0288582787956208,0.0289549725663449,0.0274913038898157,Parcel_253
0.0361898626545761,0.0334493804918049,0.0346354955680487,0.0352179031764107,0.0323073223761152,Parcel_254
0.0336137648318685,0.0316104574176344,0.0365086230720404,0.0341484676376547,0.0335950079081112,Parcel_255
0.0425686485618905,0.0407312208630767,0.046969754402158,0.045436167476959,0.0438951990780037,Parcel_256
0.0461734698376682,0.0445641890641047,0.0533212699174956,0.0482302687763125,0.0510818256060447,Parcel_257
0.0376856623868582,0.0371492882037809,0.0421710234736415,0.0388731913256322,0.0418655746269966,Parcel_258
0.0301968482840135,0.0299588392695783,0.0335618674134794,0.0309224542600948,0.0323844020499756,Parcel_259
0.0349949216338884,0.0355878772151374,0.0417708165708307,0.0370573398268886,0.0430181885946315,Parcel_260
0.019712093333675,0.0201810806755125,0.0220576647431652,0.0211869915841569,0.0221060986072481,Parcel_261
0.0228695683650021,0.0225977399884578,0.0257121498482103,0.0244104220108229,0.025865524839993,Parcel_262
0.0171604200881585,0.0165183204947688,0.0198229413020395,0.0185931644336521,0.0199663777998545,Parcel_263
0.0309730236569365,0.0327378235119057,0.0345089255001855,0.0349173876526904,0.0347668238468478,Parcel_264
0.0258896134403372,0.0283364215996624,0.0257038211962656,0.0272270768906914,0.0288509004678674,Parcel_265
0.035076905230863,0.0365400354182116,0.0372873038047873,0.0364985628334645,0.0391220484757541,Parcel_266
0.0117080763001637,0.0124276923851456,0.0125016130430617,0.0128966378644964,0.0131013653238602,Parcel_267
