component_01,component_02,component_03,component_04,roiName
0.0249426857168836,0.0275423899064217,0.0246557780854439,0.0270300928382387,Parcel_265
0.0346545738538782,0.0362187744935661,0.0368378735719335,0.0376453136717968,Parcel_266
0.0116102779419641,0.0123635669012956,0.0126092175426199,0.0132438902079735,Parcel_267
0.0137302049674774,0.0136581736926229,0.0159398085491326,0.0166996650949195,Parcel_268
0.0149932019138553,0.0136660304908603,0.0166123444288629,0.0162676278536935,Parcel_269
0.0210271532285781,0.0204590845755885,0.0205830691549502,0.0207316785268704,Parcel_270
0.0234122513144269,0.0229282742470227,0.0218876879561316,0.0228406006911182,Parcel_271
0.0216190668689121,0.0216331625361971,0.0208765132870867,0.0213809673670137,Parcel_272
0.0366428834174716,0.0386251189805511,0.0354937889632162,0.0376221647767773,Parcel_273
0.0465364653271882,0.0477525458818805,0.0460191015636504,0.0468175598384145,Parcel_274
0.0452102367686165,0.0462442385395536,0.0396555294858683,0.0430258673146466,Parcel_275
0.0443447788066343,0.0472117562715027,0.0376983047611721,0.043182195114545,Parcel_276
0.0411392080845573,0.0400146344284293,0.0464232100700895,0.0443498189893905,Parcel_277
0.0429548477852547,0.0423380163381979,0.045201344849803,0.044107911434961,Parcel_278
0.0382360761246629,0.0394492052306492,0.0369590391000647,0.0389388653410117,Parcel_279
0.043902285208946,0.0445814384093904,0.0423791648818014,0.0436817197109502,Parcel_280
0.0307581730818304,0.0313592356523901,0.0305385655465497,0.0312783105059532,Parcel_281
0.0294891887289477,0.0291972658899006,0.0264521627651744,0.0261209095936096,Parcel_282
0.0389813671397156,0.0392121403941082,0.0395034381319564,0.0391098193818269,Parcel_283
0.0708351422125076,0.0704176273252977,0.0715702392830246,0.0712255770061071,Parcel_284
0.0365880130724721,0.0375904178873982,0.0323982592079955,0.0341403202070463,Parcel_285
0.047978126889401,0.0495035284009459,0.0451754655139681,0.0473127449210321,Parcel_286
