component_01,component_02,component_03,component_04,component_05,component_06,roiName
0.0472974565256815,0.0465399217421262,0.0482989466065574,0.0423077092904719,0.0477963867590869,0.0438897253915901,Parcel_057
0.0710147774135007,0.0707602235233035,0.0738445532436678,0.064104780609095,0.0734100756808049,0.0656878213865,Parcel_058
0.0400532029413116,0.0410364139487534,0.0390592175492233,0.0403470801182277,0.0388428461026878,0.0422924142408739,Parcel_059
0.0552099021521763,0.0556412651642742,0.0560202552480169,0.0525562188247271,0.0578919852178783,0.0563963464625592,Parcel_060
0.0658415315359643,0.0668379045442552,0.0632153940044626,0.0700895743848731,0.0633235778004011,0.0699372457332538,Parcel_061
0.0627279889667234,0.0627281952796176,0.0608377218270475,0.0639508607368251,0.0597811386020034,0.0657150441478792,Parcel_062
0.0520179349151378,0.0530837268384902,0.0495898513379442,0.0509073481989811,0.0540985211875826,0.055157337545444,Parcel_063
0.0635771872525951,0.0623983777562553,0.0656457602237903,0.0580049941427364,0.0717072769612196,0.0673175296395194,Parcel_064
0.0404823399278975,0.0409242249351173,0.0386876207546472,0.0397002782533222,0.0404886113410498,0.045543529315388,Parcel_065
0.0553025024103082,0.0553416759808904,0.0537934332586718,0.0570844495310701,0.0586539999656054,0.0616748935550053,Parcel_066
0.0494497730081707,0.0497559961105584,0.0491845732537975,0.0469032481086051,0.0544153604501492,0.0561590751848454,Parcel_067
0.0538760198212135,0.0521689312865132,0.0539879802557158,0.0493443625755578,0.0603809983287196,0.0595459649296727,Parcel_068
0.052276710594199,0.0522523772464243,0.0515072046697057,0.0479767285745994,0.0575187181802513,0.0577547690204322,Parcel_069
0.0507460973110761,0.051402264067928,0.0506887932567628,0.0486189258074803,0.055351598368786,0.056755293680892,Parcel_070
0.02879809258178,0.0282774125008151,0.0295587299548471,0.0285984592232074,0.0287658781086423,0.0294178970216375,Parcel_071
0.0379318718915984,0.0374835142143086,0.037619437476863,0.0381646976171506,0.0372788528928111,0.0383753242222613,Parcel_072
0.0194952616882482,0.0201057347543144,0.0182782517970509,0.0203173868601948,0.0185228452906211,0.0199306905111612,Parcel_073
0.0438701067870427,0.0443699887847394,0.0433035792783876,0.0450730999861527,0.0425658142091132,0.044879357153397,Parcel_074
0.0557874606317494,0.0561118112617343,0.0534795541490486,0.0572829272065897,0.0527946890179092,0.0575211535042573,Parcel_075
0.0515052139798843,0.052566965326395,0.0500710818120534,0.0511734008405456,0.0522430334922657,0.0537956392922515,Parcel_076
0.0253196059084066,0.0242171173614444,0.0279545392798266,0.0242691074971625,0.0267834865404792,0.0258963642144105,Parcel_077
0.0251538345908309,0.0240368425027304,0.0269595452495364,0.0236638016239119,0.0265249288201657,0.0252764977902421,Parcel_078
0.0297445348682741,0.0307558133460921,0.0278385040948338,0.031606074528338,0.0270208294545336,0.0314270072940906,Parcel_079
0.0483192284438163,0.050155734186308,0.0465591478858459,0.0507136946031428,0.0480434110609524,0.0501554558055506,Parcel_080
0.0417027600980835,0.0431534417457495,0.0405883371488272,0.0416856089476655,0.0405609426910379,0.0433046747992353,Parcel_081
0.0439214036539238,0.0457813384160714,0.041930062492733,0.0471032127655892,0.0419511767796173,0.04670893663055,Parcel_082
0.0311424627051549,0.0304514740256844,0.033369239145335,0.0306157113040877,0.0324306970261671,0.0316141040620319,Parcel_083
0.0233604576753182,0.0228864296523661,0.0248144708903027,0.0216804688319394,0.025871367914325,0.02311418727256,Parcel_084
0.0401459289554388,0.0416308871773306,0.0375711878675185,0.0411458678071091,0.0363146300243007,0.0406596988937913,Parcel_085
0.069336553325976,0.0699049544566419,0.0672759525760007,0.0707782877588677,0.0645871280295441,0.0695245606079627,Parcel_086
0.0498988824651836,0.0508537561041384,0.0490325689098733,0.0492302438927267,0.048070527953058,0.050153546900112,Parcel_087
0.0417666973713125,0.0423567937180985,0.0409908273885701,0.0402330328792759,0.0402101774692932,0.039726362688232,Parcel_088
0.0466883027701671,0.0457492115317228,0.0489561869284554,0.0439604309968666,0.0484746584136845,0.0456022839125162,Parcel_089
0.0534123769420929,0.0510311351303933,0.0574343657735452,0.0466991120462328,0.0583777642905326,0.0498181067888678,Parcel_090
0.0604000408434606,0.0580383201577471,0.0625005451866671,0.0542109995202873,0.0634221320974854,0.0573170777944868,Parcel_091
0.054761148169524,0.0545296670657025,0.0568275510858171,0.0500710139608504,0.0548278794566482,0.0524708853918516,Parcel_092
0.0443586554018156,0.0442031607016868,0.044750422452255,0.0432305626946663,0.04451844253595,0.0434003510138371,Parcel_093
0.0322501825631664,0.0313642930725282,0.0339768921711012,0.0296756466597611,0.0342374203009225,0.0326046799227078,Parcel_094
0.0519172426252044,0.0499754503525901,0.0517950753637236,0.0504439363396556,0.049693510224508,0.0481765779091355,Parcel_095
0.0277361244935415,0.0268032355025597,0.0279311592350804,0.0268267818736319,0.0267876009069377,0.0269937927915699,Parcel_096
0.0424581388589974,0.0403646275917814,0.0447308183257992,0.0394944080439476,0.0430165759106351,0.0412919863919701,Parcel_097
0.0315450229146453,0.0301562161810723,0.0339496076565954,0.0275013999386567,0.0346060605490573,0.0307280082578933,Parcel_098
0.0481498149392991,0.0466758686609055,0.0473295222326407,0.0482671556495154,0.0447720124396853,0.0461098047056011,Parcel_099
0.0400544348573732,0.0386084703068539,0.0406585710286336,0.0397264694686702,0.0364563477493278,0.0387269864696516,Parcel_100
0.0293752884567527,0.0287807253502532,0.0303385012416826,0.0287127072393114,0.0288079517709034,0.028484131925104,Parcel_101
0.0329321429917161,0.0332771910032005,0.0331265594970337,0.0325271552163335,0.0340861760476882,0.0332546658296182,Parcel_102
0.0383051855425008,0.0382967033789059,0.0373026120828995,0.0390018921052134,0.0366828693063392,0.0376390212174378,Parcel_103
0.0251445672169784,0.0257295608364826,0.0242990377866398,0.0250812861416082,0.0251805982978023,0.025330963614156,Parcel_104
0.0488728563793476,0.0489845107781982,0.0505988609166573,0.0495363144892533,0.0467690853313254,0.050992753384439,Parcel_105
0.0311031107245442,0.0321864386309832,0.0316896418568346,0.0319739068137359,0.0308735556552334,0.0325658667818771,Parcel_106
0.0394856881762418,0.0391922947598809,0.0398348469759691,0.0400729642568329,0.0379129976211691,0.0382819847944004,Parcel_107
0.0372115248060912,0.0372830625539247,0.037203370436817,0.0371705675696702,0.0369440776696456,0.0372469575967989,Parcel_108
0.0320693978447832,0.0328689992740494,0.031845847740303,0.0331065651169969,0.0312823699579136,0.0332134613746988,Parcel_109
0.0314921974273651,0.0325076642810555,0.0313459668245192,0.0323358323117886,0.0311695654713827,0.0329835962991716,Parcel_110
0.0284193299585306,0.0295007998602498,0.0284261145286125,0.0289808055817142,0.0275399589692644,0.0289920851284418,Parcel_111
0.0488971581833767,0.0500376304592788,0.0475649234799119,0.049871176529599,0.0453407141009895,0.0487944577930067,Parcel_112
0.0541867626180941,0.0540417795282349,0.0546865317407728,0.0554413988766164,0.0537790534840183,0.0551053027025975,Parcel_113
0.0768695985429773,0.074451731597596,0.0788484406131605,0.0749651867137866,0.080768190012575,0.074164614816826,Parcel_114
0.0381919086682577,0.038873684011865,0.0367939960980341,0.0425364303934527,0.0364674957413762,0.0413185433531283,Parcel_115
0.0840057761259825,0.0834176748471292,0.0824535591233974,0.0841586099093093,0.0848060720873731,0.085279588027955,Parcel_116
0.0821827147553527,0.082928118395457,0.0790630272762411,0.0821891384059426,0.077358245763156,0.0834754476508847,Parcel_117
0.101558556034833,0.0993615331496793,0.100824551821162,0.10173006840762,0.100369478862208,0.0993805071022729,Parcel_118
0.045207646456121,0.0469886210370945,0.0408050619359639,0.0478758920931703,0.0414240954391568,0.0466716119965772,Parcel_119
0.0732419781899222,0.0742228416275845,0.0704528865121574,0.0735714457540233,0.0688331978425539,0.0738917174644564,Parcel_120
0.0363329413831582,0.0366588907917746,0.0344559925528892,0.0409614353568917,0.03777367496058,0.0401083976204107,Parcel_121
0.0461505959015417,0.045430244519549,0.0428430643688643,0.0501334969998266,0.0504089257232743,0.0491531771737517,Parcel_122
0.0495056237753639,0.0512571859822733,0.0476752768970593,0.0490971538359781,0.0511149865368241,0.0493566507607534,Parcel_123
0.0815976543694828,0.0835699303383707,0.078628879533223,0.0792442023597613,0.0848211556970362,0.0738579624413809,Parcel_124
